,id,age,country,practice_1,practice_2,sentence,question,set_id,sent_type,quest_type,ManipulationType,SentenceType,time,correct
1959,05ec42f63e4f6c4141a9d445b9f3beaa,44,US,True,True,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,set_18,nonGP_improb,simple_question,improb,nonGP,1914,True
1961,39dffb1d8a4c64a36c9056958363b73f,39,UK,True,True,The penguin screamed in terror while the lion attacked.,Did the penguin scream in terror?,set_19,nonGP_improb,simple_question,improb,nonGP,1343,True
1962,de826869c32ba854f6ce1518423f9288,32,England,True,True,While the lion attacked the baboon screamed in terror.,Did the lion attack the baboon?,set_19,GP_prob,GP_question,prob,GP,2654,False
1963,4941bf67c3eea42c20220d79d53dd6ea,25,UK,True,True,While the lion attacked the baboon screamed in terror.,Did the lion attack the baboon?,set_19,GP_prob,GP_question,prob,GP,1465,False
1964,df872ced94c7499c2cc7a7d3aeb9aa39,49,United Kingdom,True,True,While the maid dusted the cow tipped over.,Did the cow tip over?,set_20,GP_improb,simple_question,improb,GP,1176,True
1965,8f5e32142128b51cc42715bd80d24e75,63,USA,True,True,The hippo kicked vigorously while the snake swallowed.,Did the snake swallow the hippo?,set_18,nonGP_improb,GP_question,improb,nonGP,3158,True
1966,f9e8b324c783d560ad86b2578468681e,25,United States of America ,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,1941,False
1967,729b1fecd84e3442fd70eec361b68875,60,United Kingdom,True,True,While the maid dusted the cow tipped over.,Did the maid dust the cow?,set_20,GP_improb,GP_question,improb,GP,3614,True
1968,aecbdb3dafcf6f8f4221f967ea2bd9d1,57,United Kingdom,True,True,While the maid dusted the cow tipped over.,Did the cow tip over?,set_20,GP_improb,simple_question,improb,GP,1818,True
1970,cadec405219b7f26e72c838f55c591c0,30,United Kingdom,True,True,The hippo kicked vigorously while the snake swallowed.,Did the hippo kick vigorously?,set_18,nonGP_improb,simple_question,improb,nonGP,2203,True
1971,23a7e906bbbeae05becbccd104c2425e,65,United States of America,True,True,While the maid dusted the cow tipped over.,Did the cow tip over?,set_20,GP_improb,simple_question,improb,GP,2460,True
1972,c73bfd67d43e39cac5b6de695eed62dd,29,England,True,True,While the teacher counted the children formed a line.,Did the children form a line?,set_21,GP_prob,simple_question,prob,GP,1213,True
1973,f76cde8cab742b3510a569b321780e04,23,United States of America,True,True,The cow tipped over while the maid dusted.,Did the maid dust the cow?,set_20,nonGP_improb,GP_question,improb,nonGP,1232,True
1974,1b7aa0e7eae52e0aae9c05682d4c5471,30,Kenya,True,True,While the lion attacked the baboon screamed in terror.,Did the lion attack the baboon?,set_19,GP_prob,GP_question,prob,GP,2504,False
1975,41c04dddd29deb10c3f0427662667232,35,United States,True,True,While the teacher counted the ants formed a line.,Did the teacher count the ants?,set_21,GP_improb,GP_question,improb,GP,2060,False
1976,c0707fa0482e2dd9f8e77d38d03eecb7,22,United Kingdom,True,True,While the teacher counted the children formed a line.,Did the children form a line?,set_21,GP_prob,simple_question,prob,GP,858,True
1977,3fc8c9c742adc3749cb45da72c28b435,63,UK,True,True,The cow tipped over while the maid dusted.,Did the maid dust the cow?,set_20,nonGP_improb,GP_question,improb,nonGP,1813,False
1978,fcaeefeb5f645a9e4d0ffeb030782f32,35,UK,True,True,The penguin screamed in terror while the lion attacked.,Did the penguin scream in terror?,set_19,nonGP_improb,simple_question,improb,nonGP,3857,True
1979,d8a4621fcb42de408b0280f145eb3fe6,42,england,True,True,While the teacher counted the ants formed a line.,Did the teacher count the ants?,set_21,GP_improb,GP_question,improb,GP,6000,False
1980,69ca47daa21f0fc0160a80a2a0c82961,36,United Kingdom,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,5302,False
1983,dbec87f4a9b72282fcd2c996fafeab1a,45,England,True,True,While the teacher counted the ants formed a line.,Did the teacher count the ants?,set_21,GP_improb,GP_question,improb,GP,2139,True
1984,024a40c30a8588d933726cba2fa0ea77,56,United States,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,2349,False
1986,4973d718d70f3c077888c6f2aea44bc3,42,US,True,True,While the teacher counted the ants formed a line.,Did the teacher count the ants?,set_21,GP_improb,GP_question,improb,GP,2704,True
1987,295e108d6cfb1ee7be86864ad973db6e,35,USA,True,True,While the champion raced the challenger stumbled and fell.,Did the challenger stumble and fall?,set_22,GP_prob,simple_question,prob,GP,2886,True
1988,25d89ac09c8013701761e6f0000eb799,40,United States,True,True,While the teacher counted the ants formed a line.,Did the teacher count the ants?,set_21,GP_improb,GP_question,improb,GP,1927,False
1990,5fa7d085a0ed38b2f506a089448868bc,78,United States Of America,True,True,The challenger stumbled and fell while the champion raced.,Did the challenger stumble and fall?,set_22,nonGP_prob,simple_question,prob,nonGP,3594,True
1991,4d98f9d07b3fef07001eb8b4dde85b71,55,GB,True,True,While the champion raced the challenger stumbled and fell.,Did the challenger stumble and fall?,set_22,GP_prob,simple_question,prob,GP,1579,True
1992,8e745d2ec980f74d2309157fbb08c891,54,United States,True,True,While the champion raced the spectator stumbled and fell.,Did the spectator stumble and fall?,set_22,GP_improb,simple_question,improb,GP,3005,True
1993,64576d1b198e73b516da477959577f91,30,USA,True,True,The speakers went out of tune while jerry played.,Did the speakers go out of tune?,set_23,nonGP_improb,simple_question,improb,nonGP,1356,True
1994,2f104c397b9c17bfd75f7dfa49da6bbe,58,UK,True,True,The ants formed a line while the teacher counted.,Did the teacher count the ants?,set_21,nonGP_improb,GP_question,improb,nonGP,1518,False
1995,a6b5efb658f8c66a172d852478f4951d,68,US,True,True,While the champion raced the challenger stumbled and fell.,Did the champion race the challenger?,set_22,GP_prob,GP_question,prob,GP,6000,False
1996,f95bf829fc24475d1e5a4930c6cb20c5,36,USA,True,True,While Jerry played the speakers went out of tune.,Did the speakers go out of tune?,set_23,GP_improb,simple_question,improb,GP,1921,True
1997,f6dac2a50387b085010e95980151bd73,53,UK,True,True,While Jerry played the violin went out of tune.,Did Jerry play the violin?,set_23,GP_prob,GP_question,prob,GP,2385,False
1998,4e5d6598df525590e29297c6138cc965,21,USA,True,True,The challenger stumbled and fell while the champion raced.,Did the challenger stumble and fall?,set_22,nonGP_prob,simple_question,prob,nonGP,2924,True
1999,20011cb7938156b05652cdb5a6995f1d,47,uk,True,True,The speakers went out of tune while jerry played.,Did Jerry play the speakers?,set_23,nonGP_improb,GP_question,improb,nonGP,2564,False
2000,a752ea56bd6c3c274ffaf57bd4d93c3b,56,UK,True,True,The spectator stumbled and fell while the champion raced.,Did the champion race the spectator?,set_22,nonGP_improb,GP_question,improb,nonGP,5432,True
2002,364343453aa162aa2a01bc14705a30be,31,USA,True,True,The violin went out of tune while jerry played.,Did Jerry play the violin?,set_23,nonGP_prob,GP_question,prob,nonGP,3808,False
2003,d892fb33e74961cf7a6e9df18bd2af59,23,USA,True,True,The music slowly faded outside while the girl painted.,Did the music slowly fade outside?,set_24,nonGP_improb,simple_question,improb,nonGP,1132,True
2004,62a3449a98217abe906fa0ccbb76ad4c,38,United States,True,True,The music slowly faded outside while the girl painted.,Did the music slowly fade outside?,set_24,nonGP_improb,simple_question,improb,nonGP,1052,True
2005,4e713d351c1b26763a6a7a5bdfb375b0,40,USA,True,True,The rainbow slowly faded outside while the girl painted.,Did the girl paint the rainbow?,set_24,nonGP_prob,GP_question,prob,nonGP,1127,True
2006,b8bbbee7463d2876cb34e1ccf6bdd8c9,58,United States,True,True,While Jerry played the speakers went out of tune.,Did Jerry play the speakers?,set_23,GP_improb,GP_question,improb,GP,3161,False
2007,32a8632d03826041e5259de7c77890de,65,uk,True,True,The music slowly faded outside while the girl painted.,Did the girl paint the music?,set_24,nonGP_improb,GP_question,improb,nonGP,6000,False
2008,84871ef1604ea7f1144e60bf0ec62d16,48,usa,True,True,While Kendra parked the van bumped the curb.,Did Kendra park the van?,set_25,GP_prob,GP_question,prob,GP,2350,False
2009,a4ef63ece5467041768034c565e2d5b5,46,UK,True,True,While the girl painted the rainbow slowly faded outside.,Did the girl paint the rainbow?,set_24,GP_prob,GP_question,prob,GP,1292,True
2010,ae952632138ecb8f0ed7c11c6b4dd459,29,UK,True,True,The horse bumped the curb while Kendra parked.,Did Kendra park the horse?,set_25,nonGP_improb,GP_question,improb,nonGP,2726,False
2011,ea846955ad4d8864efcede7a7656986d,22,United State Of America,True,True,The van bumped the curb while Kendra parked.,Did the van bump the curb?,set_25,nonGP_prob,simple_question,prob,nonGP,1475,True
2012,663bfdc601530790fc3912b8816daaf5,28,england,True,True,While Angela cleaned the mailman stood in the yard.,Did Angela clean the mailman?,set_26,GP_improb,GP_question,improb,GP,1468,True
2013,c0314b4f1cacd4175c80b17ed478ef00,53,United Kingdom,True,True,The horse bumped the curb while Kendra parked.,Did Kendra park the horse?,set_25,nonGP_improb,GP_question,improb,nonGP,2416,True
2014,0dd1ffa91f48e3b70cab9f0996e6764b,52,United States,True,True,While Kendra parked the horse bumped the curb.,Did the horse bump the curb?,set_25,GP_improb,simple_question,improb,GP,1288,True
2015,2cb36ccc5a26a2e77152d14a6b8b18b0,70,USA,True,True,The van bumped the curb while Kendra parked.,Did the van bump the curb?,set_25,nonGP_prob,simple_question,prob,nonGP,798,True
2017,31bc1da4709459565d68f7770316df4f,48,United Kingdom,True,True,The dog stood in the yard while Angela cleaned.,Did the dog stand in the yard?,set_26,nonGP_prob,simple_question,prob,nonGP,1272,True
2019,5c251c8690a7ea9ff01379da35499b4a,52,UK,True,True,While Kendra parked the van bumped the curb.,Did the van bump the curb?,set_25,GP_prob,simple_question,prob,GP,1793,True
2021,b0dd74c87e9b2f09b8f49143885a01b1,59,uk,True,True,The mailman stood in the yard while Angela cleaned.,Did the mailman stand in the yard?,set_26,nonGP_improb,simple_question,improb,nonGP,1548,True
2022,ee7b7cc80a00067c38d082097a81eda9,28,UK,True,True,The mailman stood in the yard while Angela cleaned.,Did the mailman stand in the yard?,set_26,nonGP_improb,simple_question,improb,nonGP,2581,True
2023,08ecb71445a864123f1c8ac29c185bd0,54,USA,True,True,The speakers went out of tune while jerry played.,Did the speakers go out of tune?,set_23,nonGP_improb,simple_question,improb,nonGP,1452,True
2024,33ab83e29be1c882782e683d51c2069d,28,US,True,True,While the sailor smoked the pipe glowed brightly.,Did the pipe glow brightly?,set_27,GP_prob,simple_question,prob,GP,1837,True
2025,95b43d6226e9e4e15392854691ac193a,42,UK,True,True,While Angela cleaned the mailman stood in the yard.,Did the mailman stand in the yard?,set_26,GP_improb,simple_question,improb,GP,1603,True
2026,ceae9084a3fb700d4ab42794fb499078,40,United Kingdom,True,True,While the sailor smoked the firefly glowed brightly.,Did the firefly glow brightly?,set_27,GP_improb,simple_question,improb,GP,1098,True
2027,52331bdd3dae54c0a7a03b8bd54d2600,52,GB,True,True,The dog stood in the yard while Angela cleaned.,Did Angela clean the dog?,set_26,nonGP_prob,GP_question,prob,nonGP,3563,True
2028,63718fb7971f8f3debc19e945939f40d,32,US,True,True,The mailman stood in the yard while Angela cleaned.,Did the mailman stand in the yard?,set_26,nonGP_improb,simple_question,improb,nonGP,3416,True
2029,5a3b27287487ce142a89a51f5f808491,37,uk,True,True,While the sailor smoked the firefly glowed brightly.,Did the firefly glow brightly?,set_27,GP_improb,simple_question,improb,GP,1093,True
2030,fdc8baecace838b48b9b2179df8d6f6a,35,uk,True,True,While the sailor smoked the pipe glowed brightly.,Did the sailor smoke the pipe?,set_27,GP_prob,GP_question,prob,GP,2543,False
2031,fce6ba422edf38987fada9893f338584,58,United States,True,True,While the sailor smoked the firefly glowed brightly.,Did the firefly glow brightly?,set_27,GP_improb,simple_question,improb,GP,1879,True
2032,d31ed69cf0019efc1dee793f27ffc935,71,United Kingdom,True,True,While the sailor smoked the firefly glowed brightly.,Did the firefly glow brightly?,set_27,GP_improb,simple_question,improb,GP,1230,True
2033,3df698f9178da8679306fdaeece2e35c,41,England,True,True,While Angela cleaned the mailman stood in the yard.,Did Angela clean the mailman?,set_26,GP_improb,GP_question,improb,GP,1848,True
2034,573d36a0013900c6c58d160cbd5e98f4,50,uk,True,True,While the sailor smoked the firefly glowed brightly.,Did the sailor smoke the firefly?,set_27,GP_improb,GP_question,improb,GP,2804,True
2035,61437c05b9acc94a6f6c12a846eb76cd,28,United States,True,True,While the tourist filmed the trashbags blocked the sidewalk.,Did the tourist film the trashbags?,set_28,GP_improb,GP_question,improb,GP,1154,True
2039,6dbe4010c04eb0ae3b73bbc8ed67af8e,30,United States,True,True,The firefly glowed brightly while the sailor smoked.,Did the sailor smoke the firefly?,set_27,nonGP_improb,GP_question,improb,nonGP,3826,True
2040,b6634d42f92e35112b1bc48d38aa485e,40,United States,True,True,The mailman stood in the yard while Angela cleaned.,Did the mailman stand in the yard?,set_26,nonGP_improb,simple_question,improb,nonGP,1330,True
2042,ea8b578b0a103410e33c4da8b10a8c7d,42,USA,True,True,While the sailor smoked the pipe glowed brightly.,Did the sailor smoke the pipe?,set_27,GP_prob,GP_question,prob,GP,3685,False
2043,a4d7166b238e56c04c754219eac0032b,56,USA,True,True,The children formed a line while the teacher counted.,Did the teacher count the children?,set_21,nonGP_prob,GP_question,prob,nonGP,2764,True
2044,be8058662b7ce9e37249c1872dc4a6b1,50,United States,True,True,While the warrior fought the enemy retreated.,Did the warrior fight the enemy?,set_30,GP_prob,GP_question,prob,GP,4798,False
2045,b98eb1831a222dfb3ff29731c9e85fba,29,United Kingdom,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,2058,True
2046,ac11493a206c41156910b6920f186dc0,25,United Kingdom,True,True,The opponent shouted insults while the athlete wrestled.,Did the athlete wrestle the opponent?,set_29,nonGP_prob,GP_question,prob,nonGP,1381,False
2047,a02be67395891506b0296685d3d55832,61,United Kingdom,True,True,While the warrior fought the enemy retreated.,Did the warrior fight the enemy?,set_30,GP_prob,GP_question,prob,GP,4428,False
2048,9a7fa9e12dd11e5fa5dd1c7a6f4c4ec2,26,United State Of America,True,True,While the warrior fought the enemy retreated.,Did the warrior fight the enemy?,set_30,GP_prob,GP_question,prob,GP,1584,False
2049,08aa5c2740b16e3d957d474f68c99a4a,55,England,True,True,While the athlete wrestled the audience shouted insults.,Did the athlete wrestle the audience?,set_29,GP_improb,GP_question,improb,GP,2753,True
2050,7dd926a019036f87c5b1271bdb898c3e,73,United Kingdom,True,True,The audience shouted insults while the athlete wrestled.,Did the athlete wrestle the audience?,set_29,nonGP_improb,GP_question,improb,nonGP,5257,True
2051,c2c450479dd19035b755a84d6914848f,26,UK,True,True,The rhino retreated while the warrior fought.,Did the rhino retreat?,set_30,nonGP_improb,simple_question,improb,nonGP,2120,True
2052,a60c4f262a4814f5eb063964c6e505f6,40,USA,True,True,The rhino retreated while the warrior fought.,Did the warrior fight the rhino?,set_30,nonGP_improb,GP_question,improb,nonGP,2423,False
