,model,sentence,question,correct,incorrect,sent_type,quest_type
659,gpt-4-turbo,While the cleaner mopped the ceiling was filled with stains.,Did the cleaner mop the ceiling?,1.0,0.0,GP_improb,GP_question
660,gpt-4-turbo,The floor was filled with stains while the cleaner mopped.,Was the floor filled with stains?,1.0,0.0,nonGP_prob,simple_question
661,gpt-4-turbo,The floor was filled with stains while the cleaner mopped.,Did the cleaner mop the floor?,0.0,1.0,nonGP_prob,GP_question
662,gpt-4-turbo,The ceiling was filled with stains while the cleaner mopped.,Was the ceiling filled with stains?,1.0,0.0,nonGP_improb,simple_question
663,gpt-4-turbo,The ceiling was filled with stains while the cleaner mopped.,Did the cleaner mop the ceiling?,1.0,0.0,nonGP_improb,GP_question
664,gpt-4-turbo,While the chef cooked the meal impressed the couple.,Did the meal impress the couple?,1.0,0.0,GP_prob,simple_question
665,gpt-4-turbo,While the chef cooked the meal impressed the couple.,Did the chef cook the meal?,0.4,0.6,GP_prob,GP_question
666,gpt-4-turbo,While the chef cooked the cat impressed the couple.,Did the cat impress the couple?,1.0,0.0,GP_improb,simple_question
667,gpt-4-turbo,While the chef cooked the cat impressed the couple.,Did the chef cook the cat?,1.0,0.0,GP_improb,GP_question
668,gpt-4-turbo,The meal impressed the couple while the chef cooked.,Did the meal impress the couple?,1.0,0.0,nonGP_prob,simple_question
669,gpt-4-turbo,The meal impressed the couple while the chef cooked.,Did the chef cook the meal?,1.0,0.0,nonGP_prob,GP_question
670,gpt-4-turbo,The cat impressed the couple while the chef cooked.,Did the cat impress the couple?,1.0,0.0,nonGP_improb,simple_question
671,gpt-4-turbo,The cat impressed the couple while the chef cooked.,Did the chef cook the cat?,1.0,0.0,nonGP_improb,GP_question
672,gpt-4-turbo,While the child finished the homework waited on the table.,Did the homework wait on the table?,1.0,0.0,GP_prob,simple_question
673,gpt-4-turbo,While the child finished the homework waited on the table.,Did the child finish the homework?,0.8,0.2,GP_prob,GP_question
674,gpt-4-turbo,While the child finished the tax forms waited on the table.,Did the tax forms wait on the table?,1.0,0.0,GP_improb,simple_question
675,gpt-4-turbo,While the child finished the tax forms waited on the table.,Did the child finish the tax forms?,0.95,0.05,GP_improb,GP_question
676,gpt-4-turbo,The homework waited on the table while the child finished.,Did the homework wait on the table?,1.0,0.0,nonGP_prob,simple_question
677,gpt-4-turbo,The homework waited on the table while the child finished.,Did the child finish the homework?,1.0,0.0,nonGP_prob,GP_question
678,gpt-4-turbo,The tax forms waited on the table while the child finished.,Did the tax forms wait on the table?,1.0,0.0,nonGP_improb,simple_question
679,gpt-4-turbo,The tax forms waited on the table while the child finished.,Did the child finish the tax forms?,1.0,0.0,nonGP_improb,GP_question
680,gpt-4-turbo,While the student knitted the sweater sold to the highest bidder.,Did the sweater sell to the highest bidder?,1.0,0.0,GP_prob,simple_question
681,gpt-4-turbo,While the student knitted the sweater sold to the highest bidder.,Did the student knit the sweater?,0.7,0.3,GP_prob,GP_question
682,gpt-4-turbo,While the student knitted the painting sold to the highest bidder.,Did the painting sell to the highest bidder?,1.0,0.0,GP_improb,simple_question
683,gpt-4-turbo,While the student knitted the painting sold to the highest bidder.,Did the student knit the painting?,1.0,0.0,GP_improb,GP_question
684,gpt-4-turbo,The sweater sold to the highest bidder while the student knitted.,Did the sweater sell to the highest bidder?,1.0,0.0,nonGP_prob,simple_question
685,gpt-4-turbo,The sweater sold to the highest bidder while the student knitted.,Did the student knit the sweater?,1.0,0.0,nonGP_prob,GP_question
686,gpt-4-turbo,The painting sold to the highest bidder while the student knitted.,Did the painting sell to the highest bidder?,1.0,0.0,nonGP_improb,simple_question
687,gpt-4-turbo,The painting sold to the highest bidder while the student knitted.,Did the student knit the painting?,1.0,0.0,nonGP_improb,GP_question
688,gpt-4-turbo,While the astronomer observed the comet lit up the room.,Did the comet light up the room?,1.0,0.0,GP_prob,simple_question
689,gpt-4-turbo,While the astronomer observed the comet lit up the room.,Did the astronomer observe the comet?,0.0,1.0,GP_prob,GP_question
690,gpt-4-turbo,While the astronomer observed the lightbulb lit up the room.,Did the lightbulb light up the room?,1.0,0.0,GP_improb,simple_question
691,gpt-4-turbo,While the astronomer observed the lightbulb lit up the room.,Did the astronomer observe the lightbulb?,0.5,0.5,GP_improb,GP_question
692,gpt-4-turbo,The comet lit up the room while the astronomer observed.,Did the comet light up the room?,1.0,0.0,nonGP_prob,simple_question
693,gpt-4-turbo,The comet lit up the room while the astronomer observed.,Did the astronomer observe the comet?,0.1,0.9,nonGP_prob,GP_question
694,gpt-4-turbo,The lightbulb lit up the room while the astronomer observed.,Did the lightbulb light up the room?,1.0,0.0,nonGP_improb,simple_question
695,gpt-4-turbo,The lightbulb lit up the room while the astronomer observed.,Did the astronomer observe the lightbulb?,1.0,0.0,nonGP_improb,GP_question
696,gpt-4-turbo,While the players started the game bored the children.,Did the game bore the children?,0.35,0.65,GP_prob,simple_question
697,gpt-4-turbo,While the players started the game bored the children.,Did the players start the game?,0.0,1.0,GP_prob,GP_question
698,gpt-4-turbo,While the players started the lesson bored the children.,Did the lesson bore the children?,0.05,0.95,GP_improb,simple_question
699,gpt-4-turbo,While the players started the lesson bored the children.,Did the players start the lesson?,0.05,0.95,GP_improb,GP_question
700,gpt-4-turbo,The game bored the children while the players started.,Did the game bore the children?,1.0,0.0,nonGP_prob,simple_question
701,gpt-4-turbo,The game bored the children while the players started.,Did the players start the game?,1.0,0.0,nonGP_prob,GP_question
702,gpt-4-turbo,The lesson bored the children while the players started.,Did the lesson bore the children?,1.0,0.0,nonGP_improb,simple_question
703,gpt-4-turbo,The lesson bored the children while the players started.,Did the players start the lesson?,1.0,0.0,nonGP_improb,GP_question
704,gpt-4-turbo,While the professor taught the students looked at the board.,Did the students look at the board?,1.0,0.0,GP_prob,simple_question
705,gpt-4-turbo,While the professor taught the students looked at the board.,Did the professor teach the students?,0.2222222222222222,0.7777777777777778,GP_prob,GP_question
706,gpt-4-turbo,While the professor taught the puppies looked at the board.,Did the puppies look at the board?,1.0,0.0,GP_improb,simple_question
707,gpt-4-turbo,While the professor taught the puppies looked at the board.,Did the professor teach the puppies?,1.0,0.0,GP_improb,GP_question
708,gpt-4-turbo,The students looked at the board while the professor taught.,Did the students look at the board?,1.0,0.0,nonGP_prob,simple_question
709,gpt-4-turbo,The students looked at the board while the professor taught.,Did the professor teach the students?,0.0,1.0,nonGP_prob,GP_question
710,gpt-4-turbo,The puppies looked at the board while the professor taught.,Did the puppies look at the board?,1.0,0.0,nonGP_improb,simple_question
711,gpt-4-turbo,The puppies looked at the board while the professor taught.,Did the professor teach the puppies?,1.0,0.0,nonGP_improb,GP_question
712,gpt-4-turbo,While the pianist practiced the melody echoed through the hall.,Did the melody echo through the hall?,1.0,0.0,GP_prob,simple_question
713,gpt-4-turbo,While the pianist practiced the melody echoed through the hall.,Did the pianist practice the melody?,0.0,1.0,GP_prob,GP_question
714,gpt-4-turbo,While the pianist practiced the vacuum echoed through the hall.,Did the vacuum echo through the hall?,1.0,0.0,GP_improb,simple_question
715,gpt-4-turbo,While the pianist practiced the vacuum echoed through the hall.,Did the pianist practice the vacuum?,1.0,0.0,GP_improb,GP_question
716,gpt-4-turbo,The melody echoed through the hall while the pianist practiced.,Did the melody echo through the hall?,1.0,0.0,nonGP_prob,simple_question
717,gpt-4-turbo,The melody echoed through the hall while the pianist practiced.,Did the pianist practice the melody?,0.95,0.05,nonGP_prob,GP_question
718,gpt-4-turbo,The vacuum echoed through the hall while the pianist practiced.,Did the vacuum echo through the hall?,1.0,0.0,nonGP_improb,simple_question
719,gpt-4-turbo,The vacuum echoed through the hall while the pianist practiced.,Did the pianist practice the vacuum?,1.0,0.0,nonGP_improb,GP_question
720,gpt-4-turbo,While the couple left the bar buzzed with activity.,Did the bar buzz with activity?,1.0,0.0,GP_prob,simple_question
721,gpt-4-turbo,While the couple left the bar buzzed with activity.,Did the couple leave the bar?,0.0,1.0,GP_prob,GP_question
722,gpt-4-turbo,While the couple left the hive buzzed with activity.,Did the hive buzz with activity?,1.0,0.0,GP_improb,simple_question
723,gpt-4-turbo,While the couple left the hive buzzed with activity.,Did the couple leave the hive?,0.0,1.0,GP_improb,GP_question
724,gpt-4-turbo,The bar buzzed with activity while the couple left.,Did the bar buzz with activity?,1.0,0.0,nonGP_prob,simple_question
725,gpt-4-turbo,The bar buzzed with activity while the couple left.,Did the couple leave the bar?,0.0,1.0,nonGP_prob,GP_question
726,gpt-4-turbo,The hive buzzed with activity while the couple left.,Did the hive buzz with activity?,1.0,0.0,nonGP_improb,simple_question
727,gpt-4-turbo,The hive buzzed with activity while the couple left.,Did the couple leave the hive?,0.1,0.9,nonGP_improb,GP_question
728,gpt-4-turbo,While the gardener harvested the tomatoes hanged on the vine.,Did the tomatoes hang on the vine?,1.0,0.0,GP_prob,simple_question
729,gpt-4-turbo,While the gardener harvested the tomatoes hanged on the vine.,Did the gardener harvest the tomatoes?,0.0,1.0,GP_prob,GP_question
730,gpt-4-turbo,While the gardener harvested the chrysalis hanged on the vine.,Did the chrysalis hang on the vine?,1.0,0.0,GP_improb,simple_question
731,gpt-4-turbo,While the gardener harvested the chrysalis hanged on the vine.,Did the gardener harvest the chrysalis?,0.0,1.0,GP_improb,GP_question
732,gpt-4-turbo,The tomatoes hanged on the vine while the gardener harvested.,Did the tomatoes hang on the vine?,1.0,0.0,nonGP_prob,simple_question
733,gpt-4-turbo,The tomatoes hanged on the vine while the gardener harvested.,Did the gardener harvest the tomatoes?,0.9,0.1,nonGP_prob,GP_question
734,gpt-4-turbo,The chrysalis hanged on the vine while the gardener harvested.,Did the chrysalis hang on the vine?,1.0,0.0,nonGP_improb,simple_question
735,gpt-4-turbo,The chrysalis hanged on the vine while the gardener harvested.,Did the gardener harvest the chrysalis?,1.0,0.0,nonGP_improb,GP_question
736,gpt-4-turbo,While the horse pulled the cart moved silently.,Did the cart move silently?,1.0,0.0,GP_prob,simple_question
737,gpt-4-turbo,While the horse pulled the cart moved silently.,Did the horse pull the cart?,0.0,1.0,GP_prob,GP_question
738,gpt-4-turbo,While the horse pulled the submarine moved silently.,Did the submarine move silently?,1.0,0.0,GP_improb,simple_question
739,gpt-4-turbo,While the horse pulled the submarine moved silently.,Did the horse pull the submarine?,1.0,0.0,GP_improb,GP_question
740,gpt-4-turbo,The cart moved silently while the horse pulled.,Did the cart move silently?,1.0,0.0,nonGP_prob,simple_question
741,gpt-4-turbo,The cart moved silently while the horse pulled.,Did the horse pull the cart?,0.0,1.0,nonGP_prob,GP_question
742,gpt-4-turbo,The submarine moved silently while the horse pulled.,Did the submarine move silently?,1.0,0.0,nonGP_improb,simple_question
743,gpt-4-turbo,The submarine moved silently while the horse pulled.,Did the horse pull the submarine?,1.0,0.0,nonGP_improb,GP_question
744,gpt-4-turbo,The child giggled with delight while Jim bathed.,Did the child giggle with delight?,1.0,0.0,nonGP_reflexive,simple_question
745,gpt-4-turbo,The child giggled with delight while Jim bathed.,Did Jim bathe the child?,0.35,0.65,nonGP_reflexive,GP_question
746,gpt-4-turbo,The baboons sat in the grass while the chimps groomed.,Did the baboons sit in the grass?,1.0,0.0,nonGP_reflexive,simple_question
747,gpt-4-turbo,The baboons sat in the grass while the chimps groomed.,Did the chimps groom the baboons?,1.0,0.0,nonGP_reflexive,GP_question
748,gpt-4-turbo,The car sat in the driveway while Frank dried off.,Did the car sit in the driveway?,1.0,0.0,nonGP_reflexive,simple_question
749,gpt-4-turbo,The car sat in the driveway while Frank dried off.,Did Frank dry off the car?,1.0,0.0,nonGP_reflexive,GP_question
750,gpt-4-turbo,The neighbor coughed loudly while Betty woke up.,Did the neighbor cough loudly?,1.0,0.0,nonGP_reflexive,simple_question
751,gpt-4-turbo,The neighbor coughed loudly while Betty woke up.,Did Betty wake up the neighbor?,1.0,0.0,nonGP_reflexive,GP_question
752,gpt-4-turbo,The jewelry sparkled brightly while the thief hid.,Did the jewelry sparkle brightly?,1.0,0.0,nonGP_reflexive,simple_question
753,gpt-4-turbo,The jewelry sparkled brightly while the thief hid.,Did the thief hide the jewelry?,1.0,0.0,nonGP_reflexive,GP_question
754,gpt-4-turbo,The baby spit up on the bed while Anna dressed.,Did the baby spit up on the bed?,1.0,0.0,nonGP_reflexive,simple_question
755,gpt-4-turbo,The baby spit up on the bed while Anna dressed.,Did Anna dress the baby?,1.0,0.0,nonGP_reflexive,GP_question
756,gpt-4-turbo,The dog barked loudly while the boy washed.,Did the dog bark loudly?,1.0,0.0,nonGP_reflexive,simple_question
757,gpt-4-turbo,The dog barked loudly while the boy washed.,Did the boy wash the dog?,1.0,0.0,nonGP_reflexive,GP_question
758,gpt-4-turbo,The horse stood in the stall while the jockey settled down.,Did the horse stand in the stall?,1.0,0.0,nonGP_reflexive,simple_question
759,gpt-4-turbo,The horse stood in the stall while the jockey settled down.,Did the jockey settle down the horse?,1.0,0.0,nonGP_reflexive,GP_question
760,gpt-4-turbo,The baby cried softly while the mother undressed.,Did the baby cry softly?,1.0,0.0,nonGP_reflexive,simple_question
761,gpt-4-turbo,The baby cried softly while the mother undressed.,Did the mother undress the baby?,1.0,0.0,nonGP_reflexive,GP_question
762,gpt-4-turbo,The patient watched TV while the nurse shaved.,Did the patient watch TV?,1.0,0.0,nonGP_reflexive,simple_question
763,gpt-4-turbo,The patient watched TV while the nurse shaved.,Did the nurse shave the patient?,1.0,0.0,nonGP_reflexive,GP_question
764,gpt-4-turbo,The cat stared at the dog while the girl scratched.,Did the cat stare at the dog?,1.0,0.0,nonGP_reflexive,simple_question
765,gpt-4-turbo,The cat stared at the dog while the girl scratched.,Did the girl scratch the cat?,1.0,0.0,nonGP_reflexive,GP_question
766,gpt-4-turbo,The children sat on the bed while the mother calmed down.,Did the children sit on the bed?,1.0,0.0,nonGP_reflexive,simple_question
767,gpt-4-turbo,The children sat on the bed while the mother calmed down.,Did the mother calm down the children?,1.0,0.0,nonGP_reflexive,GP_question
768,gpt-4-turbo,The painting stood the test of time while the artist changed.,Did the painting stand the test of time?,1.0,0.0,nonGP_reflexive,simple_question
769,gpt-4-turbo,The painting stood the test of time while the artist changed.,Did the artist change the painting?,1.0,0.0,nonGP_reflexive,GP_question
