,model,sentence,question,correct,incorrect,sent_type,quest_type
1791,meta-llama/Meta-Llama-3-70B-Instruct,The Bible fell off the table while Susan wrote.,Did Susan write the Bible?,1.0,0.0,nonGP_improb,GP_question
1792,meta-llama/Meta-Llama-3-70B-Instruct,While the farmer steered the tractor pulled the car.,Did the tractor pull the car?,1.0,0.0,GP_prob,simple_question
1793,meta-llama/Meta-Llama-3-70B-Instruct,While the farmer steered the tractor pulled the car.,Did the farmer steer the tractor?,0.0,1.0,GP_prob,GP_question
1794,meta-llama/Meta-Llama-3-70B-Instruct,While the farmer steered the tank pulled the car.,Did the tank pull the car?,1.0,0.0,GP_improb,simple_question
1795,meta-llama/Meta-Llama-3-70B-Instruct,While the farmer steered the tank pulled the car.,Did the farmer steer the tank?,0.0,1.0,GP_improb,GP_question
1796,meta-llama/Meta-Llama-3-70B-Instruct,The tractor pulled the car while the farmer steered.,Did the tractor pull the car?,1.0,0.0,nonGP_prob,simple_question
1797,meta-llama/Meta-Llama-3-70B-Instruct,The tractor pulled the car while the farmer steered.,Did the farmer steer the tractor?,1.0,0.0,nonGP_prob,GP_question
1798,meta-llama/Meta-Llama-3-70B-Instruct,The tank pulled the car while the farmer steered.,Did the tank pull the car?,1.0,0.0,nonGP_improb,simple_question
1799,meta-llama/Meta-Llama-3-70B-Instruct,The tank pulled the car while the farmer steered.,Did the farmer steer the tank?,1.0,0.0,nonGP_improb,GP_question
1800,meta-llama/Meta-Llama-3-70B-Instruct,While the lawyer studied the contract lay on the roll-top desk.,Did the contract lie on the roll-top desk?,1.0,0.0,GP_prob,simple_question
1801,meta-llama/Meta-Llama-3-70B-Instruct,While the lawyer studied the contract lay on the roll-top desk.,Did the lawyer study the contract?,0.0,1.0,GP_prob,GP_question
1802,meta-llama/Meta-Llama-3-70B-Instruct,While the lawyer studied the cat lay on the roll-top desk.,Did the cat lie on the roll-top desk?,1.0,0.0,GP_improb,simple_question
1803,meta-llama/Meta-Llama-3-70B-Instruct,While the lawyer studied the cat lay on the roll-top desk.,Did the lawyer study the cat?,1.0,0.0,GP_improb,GP_question
1804,meta-llama/Meta-Llama-3-70B-Instruct,The contract lay on the roll-top desk while the lawyer studied.,Did the contract lie on the roll-top desk?,1.0,0.0,nonGP_prob,simple_question
1805,meta-llama/Meta-Llama-3-70B-Instruct,The contract lay on the roll-top desk while the lawyer studied.,Did the lawyer study the contract?,0.0,1.0,nonGP_prob,GP_question
1806,meta-llama/Meta-Llama-3-70B-Instruct,The cat lay on the roll-top desk while the lawyer studied.,Did the cat lie on the roll-top desk?,1.0,0.0,nonGP_improb,simple_question
1807,meta-llama/Meta-Llama-3-70B-Instruct,The cat lay on the roll-top desk while the lawyer studied.,Did the lawyer study the cat?,1.0,0.0,nonGP_improb,GP_question
1808,meta-llama/Meta-Llama-3-70B-Instruct,While the clown juggled the balls fell on the ground.,Did the balls fall on the ground?,1.0,0.0,GP_prob,simple_question
1809,meta-llama/Meta-Llama-3-70B-Instruct,While the clown juggled the balls fell on the ground.,Did the clown juggle the balls?,0.5162701606750488,0.4837298691272735,GP_prob,GP_question
1810,meta-llama/Meta-Llama-3-70B-Instruct,While the clown juggled the cats fell on the ground.,Did the cats fall on the ground?,1.0,0.0,GP_improb,simple_question
1811,meta-llama/Meta-Llama-3-70B-Instruct,While the clown juggled the cats fell on the ground.,Did the clown juggle the cats?,1.0,0.0,GP_improb,GP_question
1812,meta-llama/Meta-Llama-3-70B-Instruct,The balls fell on the ground while the clown juggled.,Did the balls fall on the ground?,1.0,0.0,nonGP_prob,simple_question
1813,meta-llama/Meta-Llama-3-70B-Instruct,The balls fell on the ground while the clown juggled.,Did the clown juggle the balls?,0.0,1.0,nonGP_prob,GP_question
1814,meta-llama/Meta-Llama-3-70B-Instruct,The cats fell on the ground while the clown juggled.,Did the cats fall on the ground?,1.0,0.0,nonGP_improb,simple_question
1815,meta-llama/Meta-Llama-3-70B-Instruct,The cats fell on the ground while the clown juggled.,Did the clown juggle the cats?,1.0,0.0,nonGP_improb,GP_question
1816,meta-llama/Meta-Llama-3-70B-Instruct,While Anne vacuumed the rug lost its colors.,Did the rug lose its colors?,1.0,0.0,GP_prob,simple_question
1817,meta-llama/Meta-Llama-3-70B-Instruct,While Anne vacuumed the rug lost its colors.,Did Anne vacuum the rug?,0.0,1.0,GP_prob,GP_question
1818,meta-llama/Meta-Llama-3-70B-Instruct,While Anne vacuumed the chameleon lost its colors.,Did the chameleon lose its colors?,1.0,0.0,GP_improb,simple_question
1819,meta-llama/Meta-Llama-3-70B-Instruct,While Anne vacuumed the chameleon lost its colors.,Did Anne vacuum the chameleon?,1.0,0.0,GP_improb,GP_question
1820,meta-llama/Meta-Llama-3-70B-Instruct,The rug lost its colors while Anne vacuumed.,Did the rug lose its colors?,1.0,0.0,nonGP_prob,simple_question
1821,meta-llama/Meta-Llama-3-70B-Instruct,The rug lost its colors while Anne vacuumed.,Did Anne vacuum the rug?,0.0,1.0,nonGP_prob,GP_question
1822,meta-llama/Meta-Llama-3-70B-Instruct,The chameleon lost its colors while Anne vacuumed.,Did the chameleon lose its colors?,1.0,0.0,nonGP_improb,simple_question
1823,meta-llama/Meta-Llama-3-70B-Instruct,The chameleon lost its colors while Anne vacuumed.,Did Anne vacuum the chameleon?,1.0,0.0,nonGP_improb,GP_question
1824,meta-llama/Llama-2-70b-hf,While the secretary typed the memo neared completion.,Did the memo near completion?,1.0,0.0,GP_prob,simple_question
1825,meta-llama/Llama-2-70b-hf,While the secretary typed the memo neared completion.,Did the secretary type the memo?,0.0,1.0,GP_prob,GP_question
1826,meta-llama/Llama-2-70b-hf,While the secretary typed the drawing neared completion.,Did the drawing near completion?,1.0,0.0,GP_improb,simple_question
1827,meta-llama/Llama-2-70b-hf,While the secretary typed the drawing neared completion.,Did the secretary type the drawing?,1.0,0.0,GP_improb,GP_question
1828,meta-llama/Llama-2-70b-hf,The memo neared completion while the secretary typed.,Did the memo near completion?,1.0,0.0,nonGP_prob,simple_question
1829,meta-llama/Llama-2-70b-hf,The memo neared completion while the secretary typed.,Did the secretary type the memo?,0.0,1.0,nonGP_prob,GP_question
1830,meta-llama/Llama-2-70b-hf,The drawing neared completion while the secretary typed.,Did the drawing near completion?,1.0,0.0,nonGP_improb,simple_question
1831,meta-llama/Llama-2-70b-hf,The drawing neared completion while the secretary typed.,Did the secretary type the drawing?,1.0,0.0,nonGP_improb,GP_question
1832,meta-llama/Llama-2-70b-hf,While the explorer paddled the canoe headed toward a waterfall.,Did the canoe head toward a waterfall?,1.0,0.0,GP_prob,simple_question
1833,meta-llama/Llama-2-70b-hf,While the explorer paddled the canoe headed toward a waterfall.,Did the explorer paddle the canoe?,,,GP_prob,GP_question
1834,meta-llama/Llama-2-70b-hf,While the explorer paddled the yacht headed toward a waterfall.,Did the yacht head toward a waterfall?,1.0,0.0,GP_improb,simple_question
1835,meta-llama/Llama-2-70b-hf,While the explorer paddled the yacht headed toward a waterfall.,Did the explorer paddle the yacht?,,,GP_improb,GP_question
1836,meta-llama/Llama-2-70b-hf,The canoe headed toward a waterfall while the explorer paddled.,Did the canoe head toward a waterfall?,1.0,0.0,nonGP_prob,simple_question
1837,meta-llama/Llama-2-70b-hf,The canoe headed toward a waterfall while the explorer paddled.,Did the explorer paddle the canoe?,0.0,1.0,nonGP_prob,GP_question
1838,meta-llama/Llama-2-70b-hf,The yacht headed toward a waterfall while the explorer paddled.,Did the yacht head toward a waterfall?,1.0,0.0,nonGP_improb,simple_question
1839,meta-llama/Llama-2-70b-hf,The yacht headed toward a waterfall while the explorer paddled.,Did the explorer paddle the yacht?,0.0,1.0,nonGP_improb,GP_question
1840,meta-llama/Llama-2-70b-hf,While the cowboy rode the horse sweated profusely.,Did the horse sweat profusely?,1.0,0.0,GP_prob,simple_question
1841,meta-llama/Llama-2-70b-hf,While the cowboy rode the horse sweated profusely.,Did the cowboy ride the horse?,0.0,1.0,GP_prob,GP_question
1842,meta-llama/Llama-2-70b-hf,While the cowboy rode the leopard sweated profusely.,Did the leopard sweat profusely?,1.0,0.0,GP_improb,simple_question
1843,meta-llama/Llama-2-70b-hf,While the cowboy rode the leopard sweated profusely.,Did the cowboy ride the leopard?,,,GP_improb,GP_question
1844,meta-llama/Llama-2-70b-hf,The horse sweated profusely while the cowboy rode.,Did the horse sweat profusely?,1.0,0.0,nonGP_prob,simple_question
1845,meta-llama/Llama-2-70b-hf,The horse sweated profusely while the cowboy rode.,Did the cowboy ride the horse?,0.0,1.0,nonGP_prob,GP_question
1846,meta-llama/Llama-2-70b-hf,The leopard sweated profusely while the cowboy rode.,Did the leopard sweat profusely?,1.0,0.0,nonGP_improb,simple_question
1847,meta-llama/Llama-2-70b-hf,The leopard sweated profusely while the cowboy rode.,Did the cowboy ride the leopard?,0.0,1.0,nonGP_improb,GP_question
1848,meta-llama/Llama-2-70b-hf,While Tom grilled the hot dog began to burn.,Did the hot dog begin to burn?,1.0,0.0,GP_prob,simple_question
1849,meta-llama/Llama-2-70b-hf,While Tom grilled the hot dog began to burn.,Did Tom grill the hot dog?,0.0,1.0,GP_prob,GP_question
1850,meta-llama/Llama-2-70b-hf,While Tom grilled the barn began to burn.,Did the barn begin to burn?,1.0,0.0,GP_improb,simple_question
1851,meta-llama/Llama-2-70b-hf,While Tom grilled the barn began to burn.,Did Tom grill the barn?,0.0,1.0,GP_improb,GP_question
1852,meta-llama/Llama-2-70b-hf,The hot dog began to burn while Tom grilled.,Did the hot dog begin to burn?,1.0,0.0,nonGP_prob,simple_question
1853,meta-llama/Llama-2-70b-hf,The hot dog began to burn while Tom grilled.,Did Tom grill the hot dog?,0.0,1.0,nonGP_prob,GP_question
1854,meta-llama/Llama-2-70b-hf,The barn began to burn while Tom grilled.,Did the barn begin to burn?,1.0,0.0,nonGP_improb,simple_question
1855,meta-llama/Llama-2-70b-hf,The barn began to burn while Tom grilled.,Did Tom grill the barn?,1.0,0.0,nonGP_improb,GP_question
1856,meta-llama/Llama-2-70b-hf,While the architect drew the building represented modern times style.,Did the building represent modern time style?,1.0,0.0,GP_prob,simple_question
1857,meta-llama/Llama-2-70b-hf,While the architect drew the building represented modern times style.,Did the architect draw the building?,0.0,1.0,GP_prob,GP_question
1858,meta-llama/Llama-2-70b-hf,While the architect drew the melody represented modern times style.,Did the melody represent modern time style?,0.5325063467025757,0.4674936532974243,GP_improb,simple_question
1859,meta-llama/Llama-2-70b-hf,While the architect drew the melody represented modern times style.,Did the architect draw the melody?,0.0,1.0,GP_improb,GP_question
1860,meta-llama/Llama-2-70b-hf,The building represented modern times style while the architect drew.,Did the building represent modern time style?,1.0,0.0,nonGP_prob,simple_question
1861,meta-llama/Llama-2-70b-hf,The building represented modern times style while the architect drew.,Did the architect draw the building?,0.0,1.0,nonGP_prob,GP_question
1862,meta-llama/Llama-2-70b-hf,The melody represented modern times style while the architect drew.,Did the melody represent modern time style?,0.6089038848876953,0.3910961449146271,nonGP_improb,simple_question
1863,meta-llama/Llama-2-70b-hf,The melody represented modern times style while the architect drew.,Did the architect draw the melody?,1.0,0.0,nonGP_improb,GP_question
1864,meta-llama/Llama-2-70b-hf,While the chef stirred the soup boiled over.,Did the soup boil over?,1.0,0.0,GP_prob,simple_question
1865,meta-llama/Llama-2-70b-hf,While the chef stirred the soup boiled over.,Did the chef stir the soup?,0.0,1.0,GP_prob,GP_question
1866,meta-llama/Llama-2-70b-hf,While the chef stirred the acid boiled over.,Did the acid boil over?,1.0,0.0,GP_improb,simple_question
1867,meta-llama/Llama-2-70b-hf,While the chef stirred the acid boiled over.,Did the chef stir the acid?,0.0,1.0,GP_improb,GP_question
1868,meta-llama/Llama-2-70b-hf,The soup boiled over while the chef stirred.,Did the soup boil over?,1.0,0.0,nonGP_prob,simple_question
1869,meta-llama/Llama-2-70b-hf,The soup boiled over while the chef stirred.,Did the chef stir the soup?,0.0,1.0,nonGP_prob,GP_question
1870,meta-llama/Llama-2-70b-hf,The acid boiled over while the chef stirred.,Did the acid boil over?,1.0,0.0,nonGP_improb,simple_question
1871,meta-llama/Llama-2-70b-hf,The acid boiled over while the chef stirred.,Did the chef stir the acid?,0.0,1.0,nonGP_improb,GP_question
1872,meta-llama/Llama-2-70b-hf,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tunnel echo with mysterious sounds?,1.0,0.0,GP_prob,simple_question
1873,meta-llama/Llama-2-70b-hf,While the tourist explored the tunnel echoed with mysterious sounds.,Did the tourist explore the tunnel?,0.0,1.0,GP_prob,GP_question
1874,meta-llama/Llama-2-70b-hf,While the tourist explored the trunk echoed with mysterious sounds.,Did the trunk echo with mysterious sounds?,1.0,0.0,GP_improb,simple_question
1875,meta-llama/Llama-2-70b-hf,While the tourist explored the trunk echoed with mysterious sounds.,Did the tourist explore the trunk?,0.0,1.0,GP_improb,GP_question
1876,meta-llama/Llama-2-70b-hf,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tunnel echo with mysterious sounds?,1.0,0.0,nonGP_prob,simple_question
1877,meta-llama/Llama-2-70b-hf,The tunnel echoed with mysterious sounds while the tourist explored.,Did the tourist explore the tunnel?,0.0,1.0,nonGP_prob,GP_question
1878,meta-llama/Llama-2-70b-hf,The trunk echoed with mysterious sounds while the tourist explored.,Did the trunk echo with mysterious sounds?,1.0,0.0,nonGP_improb,simple_question
1879,meta-llama/Llama-2-70b-hf,The trunk echoed with mysterious sounds while the tourist explored.,Did the tourist explore the trunk?,0.0,1.0,nonGP_improb,GP_question
1880,meta-llama/Llama-2-70b-hf,While the woman drank the water spilled on the floor.,Did the water spill on the floor?,1.0,0.0,GP_prob,simple_question
1881,meta-llama/Llama-2-70b-hf,While the woman drank the water spilled on the floor.,Did the woman drink the water?,0.0,1.0,GP_prob,GP_question
1882,meta-llama/Llama-2-70b-hf,While the woman drank the mud spilled on the floor.,Did the mud spill on the floor?,1.0,0.0,GP_improb,simple_question
1883,meta-llama/Llama-2-70b-hf,While the woman drank the mud spilled on the floor.,Did the woman drink the mud?,0.0,1.0,GP_improb,GP_question
1884,meta-llama/Llama-2-70b-hf,The water spilled on the floor while the woman drank.,Did the water spill on the floor?,1.0,0.0,nonGP_prob,simple_question
1885,meta-llama/Llama-2-70b-hf,The water spilled on the floor while the woman drank.,Did the woman drink the water?,0.0,1.0,nonGP_prob,GP_question
1886,meta-llama/Llama-2-70b-hf,The mud spilled on the floor while the woman drank.,Did the mud spill on the floor?,1.0,0.0,nonGP_improb,simple_question
1887,meta-llama/Llama-2-70b-hf,The mud spilled on the floor while the woman drank.,Did the woman drink the mud?,1.0,0.0,nonGP_improb,GP_question
1888,meta-llama/Llama-2-70b-hf,While the snake swallowed the frog kicked vigorously.,Did the frog kick vigorously?,1.0,0.0,GP_prob,simple_question
1889,meta-llama/Llama-2-70b-hf,While the snake swallowed the frog kicked vigorously.,Did the snake swallow the frog?,0.0,1.0,GP_prob,GP_question
1890,meta-llama/Llama-2-70b-hf,While the snake swallowed the hippo kicked vigorously.,Did the hippo kick vigorously?,1.0,0.0,GP_improb,simple_question
1891,meta-llama/Llama-2-70b-hf,While the snake swallowed the hippo kicked vigorously.,Did the snake swallow the hippo?,0.0,1.0,GP_improb,GP_question
1892,meta-llama/Llama-2-70b-hf,The frog kicked vigorously while the snake swallowed.,Did the frog kick vigorously?,1.0,0.0,nonGP_prob,simple_question
